id,parent_court_id,pacer_court_id,pacer_has_rss_feed,pacer_rss_entry_types,date_last_pacer_contact,fjc_court_id,date_modified,in_use,has_opinion_scraper,has_oral_argument_scraper,position,citation_string,short_name,full_name,url,start_date,end_date,jurisdiction,notes,jurisdiction_name,jurisdiction_type,jurisdiction_state,parent_court_full_name,parent_court_id,note
wisag,,,,,,,2016-05-18T20:15:10.051Z,TRUE,FALSE,FALSE,388,Wis. Att'y Gen.,Wisconsin Attorney General Reports,Wisconsin Attorney General Reports,https://docs.legis.wisconsin.gov/misc/oag,,,SAG,,State Attorney General,,,,,"Military, Special, Committee, International, and Tribal Courts are out of scope"
wyo,,,,,,,2013-08-14T16:46:30Z,TRUE,TRUE,FALSE,390,Wyo.,Wyoming Supreme Court,Wyoming Supreme Court,http://www.courts.state.wy.us/,1921-01-01,,S,,State Supreme,State,Wyoming,Supreme Court of the United States,scotus,
guam,,,,,,,2023-10-02T15:46:26.465Z,TRUE,TRUE,FALSE,400,Guam,Supreme Court of Guam,Supreme Court of Guam,http://www.guamsupremecourt.com,1996-01-01,,TS,,Territory Supreme,Territory,Guam,Supreme Court of the United States,scotus,
superctguam,,,,,,,2022-11-18T02:51:00.518Z,FALSE,FALSE,FALSE,400.1,Super. Ct. Guam,Superior Court of Guam,Superior Court of Guam,,,,TA,Created as part of import of Case.Law data.,Territory Appellate,Territory,Guam,Supreme Court of Guam,guam,
nmariana,,,,,,,2024-07-23T16:22:05.805Z,TRUE,TRUE,FALSE,403,,Sup. Ct. of the Comm. of the N. Mariana Islands,Supreme Court of The Commonwealth of The Northern Mariana Islands,,,,TS,,Territory Supreme,Territory,Northern Mariana Islands,Supreme Court of the United States,scotus,
cnmisuperct,,,,,,,2024-07-23T16:22:29.439Z,TRUE,FALSE,FALSE,403.1,,Northern Mariana Islands Commonwealth Superior Court,Northern Mariana Islands Commonwealth Superior Court,,,,TT,Created as part of import of Case.Law data.,Territory Trial,Territory,Northern Mariana Islands,Supreme Court of The Commonwealth of The Northern Mariana Islands,nmariana,
cnmitrialct,,,,,,,2024-07-23T16:22:50.445Z,TRUE,FALSE,FALSE,403.2,,Northern Mariana Islands Commonwealth Trial Court,Northern Mariana Islands Commonwealth Trial Court,,,,TT,Created as part of import of Case.Law data.,Territory Trial,Territory,Northern Mariana Islands,Northern Mariana Islands Commonwealth Superior Court,cnmisuperct,
prsupreme,,,,,,,2024-07-23T16:19:40.327Z,TRUE,TRUE,FALSE,405,,Supreme Court of Puerto Rico,Supreme Court of Puerto Rico,,,,TS,Created as part of import of Case.Law data.,Territory Supreme,Territory,Puerto Rico,Supreme Court of the United States,scotus,
prapp,,,,,,,2024-07-23T16:20:15.559Z,TRUE,TRUE,FALSE,405.1,,Tribunal De Apelaciones De Puerto Rico/Court of Appeals of Puerto Rico,Tribunal De Apelaciones De Puerto Rico/Court of Appeals of Puerto Rico,,,,TA,Created as part of import of Case.Law data.,Territory Appellate,Territory,Puerto Rico,Supreme Court of Puerto Rico,prsupreme,
virginislands,,,,,,,2024-07-23T16:21:25.754Z,TRUE,TRUE,FALSE,407,,Supreme Court of The Virgin Islands,Supreme Court of The Virgin Islands,,,,TS,Created as part of import of Case.Law data.,Territory Supreme,Territory,The Virgin Islands,Supreme Court of the United States,scotus,
visuper,,,,,,,2024-01-09T19:32:12.674Z,FALSE,TRUE,FALSE,407.1,,Superior Court of The Virgin Islands,Superior Court of The Virgin Islands,,,,TT,Created as part of import of Case.Law data.,Territory Trial,Territory,The Virgin Islands,Supreme Court of The Virgin Islands,virginislands,
vimunict,,,,,,,2022-11-18T02:51:00.533Z,FALSE,FALSE,FALSE,407.2,,Municipal Court of The Virgin Islands,Municipal Court of The Virgin Islands,,,,TT,Created as part of import of Case.Law data.,Territory Trial,,,,,Not in use
vipolct,,,,,,,2022-11-18T02:51:00.535Z,FALSE,FALSE,FALSE,407.3,,Police Court of The Virgin Islands,Police Court of The Virgin Islands,,,,TT,Created as part of import of Case.Law data.,Territory Trial,,,,,Not in use
amsamoa,,,,,,,2024-07-19T17:57:42.353Z,TRUE,FALSE,FALSE,408,,High Court of American Samoa,High Court of American Samoa,,,,TS,Created as part of import of Case.Law data.,Territory Supreme,Territory,American Samoa,Supreme Court of the United States,scotus,
amsamoatc,,,,,,,2024-07-23T16:40:42.963Z,TRUE,FALSE,FALSE,408.4,,American Samoa District Court,American Samoa District Court,,,,TT,Created as part of import of Case.Law data.,Territory Trial,Territory,American Samoa,High Court of American Samoa,amsamoa,
usjc,,,,,,,2013-08-14T22:40:00Z,TRUE,FALSE,FALSE,450,U.S.J.C.,U.S. Judicial Conference Committee,United States Judicial Conference Committee,http://www.uscourts.gov/FederalCourts/JudicialConference/Committees.aspx,,,C,,Committee,,,,,"Military, Special, Committee, International, and Tribal Courts are out of scope"
jpml,,850,,,,,2019-02-06T19:56:40.074Z,TRUE,FALSE,FALSE,451,J.P.M.L.,Judicial Panel on Multidistrict Litigation,United States Judicial Panel on Multidistrict Litigation,http://www.jpml.uscourts.gov/,,,FS,Lawbox,Federal Special,,,,,"Military, Special, Committee, International, and Tribal Courts are out of scope"
judcoun,,,,,,,2022-11-18T02:51:00.542Z,FALSE,FALSE,FALSE,451.2,,Circuit Judicial Councils,Circuit Judicial Councils,,,,FS,Created as part of import of Case.Law data.,Federal Special,,,,,"Military, Special, Committee, International, and Tribal Courts are out of scope"
judcoun2,judcoun,,,,,,2023-10-03T01:24:18.723Z,FALSE,FALSE,FALSE,451.202,,Judicial Council of The Second Circuit,Judicial Council of The Second Circuit,,,,FS,Created as part of import of Case.Law data.,Federal Special,,,,,"Military, Special, Committee, International, and Tribal Courts are out of scope"
judcoun3,judcoun,,,,,,2023-10-03T01:24:18.739Z,FALSE,FALSE,FALSE,451.203,,Judicial Council of The Third Circuit,Judicial Council of The Third Circuit,,,,FS,Created as part of import of Case.Law data.,Federal Special,,,,,"Military, Special, Committee, International, and Tribal Courts are out of scope"
judcoun5,judcoun,,,,,,2023-10-03T01:24:18.751Z,FALSE,FALSE,FALSE,451.205,,Judicial Council of The Fifth Circuit,Judicial Council of The Fifth Circuit,,,,FS,,Federal Special,,,,,"Military, Special, Committee, International, and Tribal Courts are out of scope"
judcoun6,judcoun,,,,,,2023-10-03T01:24:18.767Z,FALSE,FALSE,FALSE,451.206,,Judicial Council of The Sixth Circuit,Judicial Council of The Sixth Circuit,,,,FS,,Federal Special,,,,,"Military, Special, Committee, International, and Tribal Courts are out of scope"
judcoun7,judcoun,,,,,,2023-10-03T01:24:18.778Z,FALSE,FALSE,FALSE,451.207,,Judicial Council of The Seventh Circuit,Judicial Council of The Seventh Circuit,,,,FS,Created as part of import of Case.Law data.,Federal Special,,,,,"Military, Special, Committee, International, and Tribal Courts are out of scope"
judcoun8,judcoun,,,,,,2023-10-03T01:24:18.795Z,FALSE,FALSE,FALSE,451.208,,Judicial Council of The Eighth Circuit,Judicial Council of The Eighth Circuit,,,,FS,Created as part of import of Case.Law data.,Federal Special,,,,,"Military, Special, Committee, International, and Tribal Courts are out of scope"
judcoun9,judcoun,,,,,,2023-10-03T01:24:18.815Z,FALSE,FALSE,FALSE,451.209,,Judicial Council of The Ninth Circuit,Judicial Council of The Ninth Circuit,,,,FS,Created as part of import of Case.Law data.,Federal Special,,,,,"Military, Special, Committee, International, and Tribal Courts are out of scope"
judcoun10,judcoun,,,,,,2023-10-03T01:24:18.827Z,FALSE,FALSE,FALSE,451.21,,Judicial Council of The Tenth Circuit,Judicial Council of The Tenth Circuit,,,,FS,Created as part of import of Case.Law data.,Federal Special,,,,,"Military, Special, Committee, International, and Tribal Courts are out of scope"
judcoundc,judcoun,,,,,,2023-10-03T01:24:18.843Z,FALSE,FALSE,FALSE,451.23,,Judicial Council of the District of Columbia Circuit,Judicial Council of the District of Columbia Circuit,,,,FS,Created as part of import of Case.Law data.,Federal Special,,,,,"Military, Special, Committee, International, and Tribal Courts are out of scope"
usjudconfcomdis,,,,,,,2022-11-18T02:51:00.559Z,FALSE,FALSE,FALSE,451.25,,United States Judicial Conference Committee on Judicial Conduct and Disability,United States Judicial Conference Committee on Judicial Conduct and Disability,,,,FS,Created as part of import of Case.Law data.,Federal Special,,,,,"Military, Special, Committee, International, and Tribal Courts are out of scope"
sttex,,,,,,,2023-10-02T15:51:21.281Z,FALSE,FALSE,FALSE,451.5,Spec. Trib. of Tex.,Special Tribunals of Texas,United States Special Tribunal of Texas,,,,SS,Columbia,State Special,,,,,"Military, Special, Committee, International, and Tribal Courts are out of scope"
stp,,,,,,,2023-10-02T15:51:40.895Z,FALSE,FALSE,FALSE,452,Spec. Trib. of Pa.,Special Tribunals of Pennsylvania,United States Special Tribunals of Pennsylvania,,,,SS,Lawbox,State Special,,,,,"Military, Special, Committee, International, and Tribal Courts are out of scope"
fcc,,,,,,,2022-11-18T02:51:00.561Z,FALSE,FALSE,FALSE,460,,Decisions of the Federal Communications Commission,Decisions of the Federal Communications Commission,,,,C,Created as part of import of Case.Law data.,Committee,,,,,"Military, Special, Committee, International, and Tribal Courts are out of scope"
kingsbench,,,,,,,2016-05-18T17:52:50.471Z,TRUE,FALSE,FALSE,501,King's Bench,Court of King's Bench,Court of King's Bench,https://en.wikipedia.org/wiki/Court_of_King%27s_Bench_(England),1200-01-01,1873-12-31,I,This court was abolished by a total reorganization in Great Britain.,International,,,,,"Military, Special, Committee, International, and Tribal Courts are out of scope"
houseoflordsuk,,,,,,,2022-12-15T18:01:59.434Z,FALSE,FALSE,FALSE,501.1,HL,House of Lords (UK),House of Lords (UK),,,,I,,International,,,,,"Military, Special, Committee, International, and Tribal Courts are out of scope"
highctjchuk,,,,,,,2022-12-15T18:01:59.424Z,FALSE,FALSE,FALSE,501.2,High Ct. J. Ch.,"High Court of Justice, Chancery Division","High Court of Justice, Chancery Division",,,,I,,International,,,,,"Military, Special, Committee, International, and Tribal Courts are out of scope"
cherokee,,,,,,,2022-11-18T02:51:00.563Z,TRUE,FALSE,FALSE,611,,Cherokee Nation Supreme Court,Cherokee Nation Supreme Court,,,,TRS,Created as part of import of Case.Law data.,Tribal Supreme,,,,,"Military, Special, Committee, International, and Tribal Courts are out of scope"
cherokeeapp,,,,,,,2022-12-13T22:29:48.805Z,TRUE,FALSE,FALSE,611.2,,Cherokee Nation Judicial Appeals Tribunal,Cherokee Nation Judicial Appeals Tribunal,,,,TRA,,Tribal Appellate,,,,,"Military, Special, Committee, International, and Tribal Courts are out of scope"
cherokeetribct,,,,,,,2022-12-13T22:30:28.979Z,TRUE,FALSE,FALSE,611.4,,Cherokee Indian Trib. Ct.,Cherokee Indian Tribal Court,,,,TRT,,Tribal Trial,,,,,"Military, Special, Committee, International, and Tribal Courts are out of scope"
cheyrsiouxctapp,,,,,,,2022-12-14T17:22:31.270Z,TRUE,FALSE,FALSE,611.6,,Cheyenne River Sioux Tribal Court of Appeals,Cheyenne River Sioux Tribal Court of Appeals,,,,TRA,,Tribal Appellate,,,,,"Military, Special, Committee, International, and Tribal Courts are out of scope"
colvctapp,,,,,,,2022-12-15T18:01:59.377Z,TRUE,FALSE,FALSE,611.8,,Colville Confederated Court of Appeals,Colville Confederated Court of Appeals,,,,TRA,,Tribal Appellate,,,,,"Military, Special, Committee, International, and Tribal Courts are out of scope"
coquct,,,,,,,2022-11-18T02:51:00.565Z,TRUE,FALSE,FALSE,612,,Coquille Indian Tribal Court,Coquille Indian Tribal Court,,,,TRT,Created as part of import of Case.Law data.,Tribal Trial,,,,,"Military, Special, Committee, International, and Tribal Courts are out of scope"
echerkokee,,,,,,,2022-11-18T02:51:00.567Z,TRUE,FALSE,FALSE,619,,Eastern Band of Cherokee Indians Supreme Court,Eastern Band of Cherokee Indians Supreme Court,,,,TRS,Created as part of import of Case.Law data.,Tribal Supreme,,,,,"Military, Special, Committee, International, and Tribal Courts are out of scope"
echerokeect,,,,,,,2022-12-14T17:22:31.280Z,TRUE,FALSE,FALSE,619.5,,Eastern Band of Cherokee Indians Tribal Court,Eastern Band of Cherokee Indians Tribal Court,,,,TRT,,Tribal Trial,,,,,"Military, Special, Committee, International, and Tribal Courts are out of scope"
ftmcdowctapp,,,,,,,2022-12-14T17:22:31.285Z,TRUE,FALSE,FALSE,621,,Fort McDowell Yavapai Nation Tribal Court of Appeals,Fort McDowell Yavapai Nation Tribal Court of Appeals,,,,TRA,,Tribal Appellate,,,,,"Military, Special, Committee, International, and Tribal Courts are out of scope"
ftmcdowell,,,,,,,2022-12-14T17:22:31.290Z,TRUE,FALSE,FALSE,621.2,,Fort McDowell Supreme Court,Fort McDowell Supreme Court,,,,TRS,,Tribal Supreme,,,,,"Military, Special, Committee, International, and Tribal Courts are out of scope"
ftpeckctapp,,,,,,,2022-12-14T17:22:31.294Z,TRUE,FALSE,FALSE,623,,Fort Peck Appellate Court,Fort Peck Appellate Court,,,,TRA,,Tribal Appellate,,,,,"Military, Special, Committee, International, and Tribal Courts are out of scope"
ftpecktrialct,,,,,,,2022-12-14T17:22:31.298Z,TRUE,FALSE,FALSE,623.2,,Fort Peck Tribal Court,Fort Peck Tribal Court,,,,TRT,,Tribal Trial,,,,,"Military, Special, Committee, International, and Tribal Courts are out of scope"
grrondectapp,,,,,,,2022-12-14T17:22:31.302Z,TRUE,FALSE,FALSE,625,,Grand Ronde Court of Appeals,Grand Ronde Court of Appeals,,,,TRA,,Tribal Appellate,,,,,"Military, Special, Committee, International, and Tribal Courts are out of scope"
grrondect,,,,,,,2022-12-15T18:01:59.415Z,TRUE,FALSE,FALSE,625.1,,Grand Ronde Tribal Court,Grand Ronde Tribal Court,,,,TRT,,Tribal Trial,,,,,"Military, Special, Committee, International, and Tribal Courts are out of scope"
grtravbandctapp,,,,,,,2022-12-14T17:23:38.642Z,TRUE,FALSE,FALSE,626,,Grand Traverse Band of Ottawa & Chippewa Indians Tribal Appellate Court,Grand Traverse Band of Ottawa & Chippewa Indians Tribal Appellate Court,,,,TRA,,Tribal Appellate,,,,,"Military, Special, Committee, International, and Tribal Courts are out of scope"
grtravbandct,,,,,,,2022-12-14T17:23:38.646Z,TRUE,FALSE,FALSE,626.2,,Grand Traverse Band of Ottawa and Chippewa Indians Tribal Court,Grand Traverse Band of Ottawa and Chippewa Indians Tribal Court,,,,TRA,,Tribal Appellate,,,,,"Military, Special, Committee, International, and Tribal Courts are out of scope"
hochunk,,,,,,,2022-11-18T02:51:00.569Z,TRUE,FALSE,FALSE,631,,Ho-Chunk Nation Supreme Court,Ho-Chunk Nation Supreme Court,,,,TRS,Created as part of import of Case.Law data.,Tribal Supreme,,,,,"Military, Special, Committee, International, and Tribal Courts are out of scope"
hochunkct,,,,,,,2022-11-18T02:51:00.572Z,TRUE,FALSE,FALSE,631.1,,Ho-Chunk Nation Trial Court,Ho-Chunk Nation Trial Court,,,,TRT,Created as part of import of Case.Law data.,Tribal Trial,,,,,"Military, Special, Committee, International, and Tribal Courts are out of scope"
hopiappct,,,,,,,2022-12-15T18:01:59.429Z,TRUE,FALSE,FALSE,632,,Hopi Appellate Court,Hopi Appellate Court,,,,TRA,,Tribal Appellate,,,,,"Military, Special, Committee, International, and Tribal Courts are out of scope"
leechojibtr,,,,,,,2022-12-14T17:23:38.650Z,TRUE,FALSE,FALSE,633.2,,Leech Lake Band of Ojibwe Tribal Court,Leech Lake Band of Ojibwe Tribal Court,,,,TRT,,Tribal Trial,,,,,"Military, Special, Committee, International, and Tribal Courts are out of scope"
lrbottawactapp,,,,,,,2022-12-14T17:23:38.654Z,TRUE,FALSE,FALSE,641.9,,Little River Band of Ottawa Indians Tribal Court of Appeals,Little River Band of Ottawa Indians Tribal Court of Appeals,,,,TRA,,Tribal Appellate,,,,,"Military, Special, Committee, International, and Tribal Courts are out of scope"
lrbottawact,,,,,,,2022-11-18T02:51:00.574Z,TRUE,FALSE,FALSE,642,,Little River Band of Ottawa Indians Tribal Court,Little River Band of Ottawa Indians Tribal Court,,,,TRT,Created as part of import of Case.Law data.,Tribal Trial,,,,,"Military, Special, Committee, International, and Tribal Courts are out of scope"
odawactapp,,,,,,,2022-12-15T18:01:59.641Z,TRUE,FALSE,FALSE,644,,Little Traverse Bay Bands of Odawa Indians Tribal Appellate Court,Little Traverse Bay Bands of Odawa Indians Tribal Appellate Court,,,,TRA,,Tribal Appellate,,,,,"Military, Special, Committee, International, and Tribal Courts are out of scope"
moheganctapp,,,,,,,2022-11-18T02:51:00.576Z,TRUE,FALSE,FALSE,650.2,,Mohegan Tribal Court of Appeals,Mohegan Tribal Court of Appeals,,,,TRA,Created as part of import of Case.Law data.,Tribal Appellate,,,,,"Military, Special, Committee, International, and Tribal Courts are out of scope"
moheganct,,,,,,,2022-12-15T18:01:59.588Z,TRUE,FALSE,FALSE,650.22,,Mohegan Trial Court,Mohegan Trial Court,,,,TRT,,Tribal Trial,,,,,"Military, Special, Committee, International, and Tribal Courts are out of scope"
mohegangct,,,,,,,2022-11-18T02:51:00.578Z,TRUE,FALSE,FALSE,650.3,,Mohegan Gaming Disputes Trial Court,Mohegan Gaming Disputes Trial Court,,,,TRX,Created as part of import of Case.Law data.,Tribal Special,,,,,"Military, Special, Committee, International, and Tribal Courts are out of scope"
mohegangctapp,,,,,,,2022-11-18T02:51:00.580Z,TRUE,FALSE,FALSE,650.4,,Mohegan Gaming Disputes Court of Appeals,Mohegan Gaming Disputes Court of Appeals,,,,TRA,Created as part of import of Case.Law data.,Tribal Appellate,,,,,"Military, Special, Committee, International, and Tribal Courts are out of scope"
moheganelders,,,,,,,2022-12-14T17:23:38.657Z,TRUE,FALSE,FALSE,650.5,,Council of Elders of the Mohegan Tribe,Council of Elders of the Mohegan Tribe,,,,TRX,,Tribal Special,,,,,"Military, Special, Committee, International, and Tribal Courts are out of scope"
navajo,,,,,,,2022-11-18T02:51:00.582Z,TRUE,FALSE,FALSE,653,,Navajo Nation Supreme Court,Navajo Nation Supreme Court,,,,TRS,Created as part of import of Case.Law data.,Tribal Supreme,,,,,"Military, Special, Committee, International, and Tribal Courts are out of scope"
navajoctapp,,,,,,,2022-11-29T17:31:37.430Z,TRUE,FALSE,FALSE,653.1,,Navajo Nation Ct. App.,Navajo Nation Court of Appeals,,,,TRA,,Tribal Appellate,,,,,"Military, Special, Committee, International, and Tribal Courts are out of scope"
navajofamct,,,,,,,2022-11-29T17:39:02.619Z,TRUE,FALSE,FALSE,653.3,,Navajo Nation Family Court,Navajo Nation Family Court,,,,TRX,,Tribal Special,,,,,"Military, Special, Committee, International, and Tribal Courts are out of scope"
navajochildct,,,,,,,2022-11-29T17:39:25.579Z,TRUE,FALSE,FALSE,653.4,,Navajo Nation Children's Court,Navajo Nation Children's Court,,,,TRX,,Tribal Special,,,,,"Military, Special, Committee, International, and Tribal Courts are out of scope"
oneidactapp,,,,,,,2022-12-15T18:01:59.846Z,TRUE,FALSE,FALSE,654,,Oneida Appellate Court,Oneida Appellate Court,,,,TRA,,Tribal Appellate,,,,,"Military, Special, Committee, International, and Tribal Courts are out of scope"
oneidatrialct,,,,,,,2022-12-14T17:23:38.662Z,TRUE,FALSE,FALSE,655,,"Oneida Tribal Judicial System, Trial Court","Oneida Tribal Judicial System, Trial Court",,,,TRT,,Tribal Trial,,,,,"Military, Special, Committee, International, and Tribal Courts are out of scope"
sacfoxsupct,,,,,,,2022-12-14T17:23:38.669Z,TRUE,FALSE,FALSE,659,,Sac and Fox Nation Supreme Court,Sac and Fox Nation Supreme Court,,,,TRS,,Tribal Supreme,,,,,"Military, Special, Committee, International, and Tribal Courts are out of scope"
sacfoxdistct,,,,,,,2022-12-14T17:23:38.674Z,TRUE,FALSE,FALSE,659.2,,Sac and Fox Nation District Court,Sac and Fox Nation District Court,,,,TRT,,Tribal Trial,,,,,"Military, Special, Committee, International, and Tribal Courts are out of scope"
salishctapp,,,,,,,2022-12-14T17:23:38.678Z,TRUE,FALSE,FALSE,661,,Confederated Salish & Kootenai Court of Appeals,Confederated Salish & Kootenai Court of Appeals,,,,TRA,,Tribal Appellate,,,,,"Military, Special, Committee, International, and Tribal Courts are out of scope"
shoaraphotr,,,,,,,2022-12-14T17:23:38.682Z,TRUE,FALSE,FALSE,663.2,,Shoshone and Arapaho Tribal Court,Shoshone and Arapaho Tribal Court,,,,TRT,,Tribal Trial,,,,,"Military, Special, Committee, International, and Tribal Courts are out of scope"
swinomishappct,,,,,,,2022-12-14T17:23:38.686Z,TRUE,FALSE,FALSE,665,,Swinomish Tribal Court of Appeals,Swinomish Tribal Court of Appeals,,,,TRA,,Tribal Appellate,,,,,"Military, Special, Committee, International, and Tribal Courts are out of scope"
swinomishtr,,,,,,,2022-12-14T17:23:38.690Z,TRUE,FALSE,FALSE,665.2,,Swinomish Tribal Court,Swinomish Tribal Court,,,,TRT,,Tribal Trial,,,,,"Military, Special, Committee, International, and Tribal Courts are out of scope"
